Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5,Image #1 coordinates,Image #2 coordinates,Image #3 coordinates,Image #4 coordinates,Image #5 coordinates
10/23/2018 20:00:48,4005.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,No,1.0,Yes,,3.0,No,No,No,https://drive.google.com/open?id=1I7zmNvYLGJZGIRn3q-6Aklq_l6w7djkA,"544 63rd street, Oakland, CA, 94609",Image of a house on the block with a young white couple walking in front of it,https://drive.google.com/open?id=1HlED1ZAhYuqfWBsjzYblO7NGGGWXHW9K,"548 63rd street, Oakland, CA, 94609",Image of a house on the block which is getting remodeled,https://drive.google.com/open?id=1qCOj5IPwkkTXl1z36B9TrELbPscmNN4R,"569 63rd street, Oakland, CA, 94609",Image of a house with an electric ramp for wheelchairs,https://drive.google.com/open?id=1F9XJExLWX9A6lICjJlRQvkdNIp012fA1,"590 63rd street, Oakland, CA, 94609",Image of a house on the block with one of the worst yards,,,,"[37.84904, -122.262864]","[37.8490143422947, -122.263056605375]","[37.8487297353552, -122.263930197679]","(37.8485167, -122.2647445)",
10/23/2018 20:19:22,4212.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,No,2.0,No,"Parks, Schools or daycare centers",3.0,Yes,No,No,https://drive.google.com/open?id=1OaPDYtR341O-qLB8jV_ioZBVv1he0vrW,"2300 Marin Ave, Berkeley, CA 94708",An image advertising a read-a-thon at the elementary school,https://drive.google.com/open?id=103fJEc8pditvGzQp0_bQxk3eeVbGNS5s,"900 Spruce St, Berkeley, CA 94707","A home decorated for halloween, indicative of a family oriented neighborhood ",https://drive.google.com/open?id=1_HVwGlGJ7RrQqt9kQm0Fz9IpY9PGGsR0,"898 Spruce St, Berkeley CA 94707",One of the few homes on the street that had a gate. ,https://drive.google.com/open?id=10Xkvop1_rXurOhZQDntj0getznMKwh1Y,The west side of the street did not have sidewalks or they were very narrow. ,"898 Spruce St, Berkeley CA 94707",,,,"[37.893145, -122.26755]","[37.8986164, -122.2701431]","[37.8931667, -122.2679442]","[37.8931667, -122.2679442]",
10/23/2018 20:27:26,4027.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,No,1.0,No,,3.0,No,No,No,https://drive.google.com/open?id=1LK3VZLQidNRh0bc_kUPdjsthDqdyk0lU,"1505 West St Oakland, CA 94612","A rather out of place building with “no parking” signs all along the garage, yet cars parked directly in front of it.",https://drive.google.com/open?id=15WVRML96XtKK9qefzErX3Ua3cHRLv0mk,"809 15th Street, Oakland, CA, 94607",The residential housing which seems rather well maintained.,https://drive.google.com/open?id=1wPA3wKkYaSEpkx3He8kA5pAzivzQEkH-,"809 15th Street, Oakland, CA, 94607","A very small amount of litter present in the curb, but the sidewalks are clean. ",https://drive.google.com/open?id=1IAvxxRNWv8aULx32VM4NpCA0UGfUzzYE,Roads in fair condition and trees growing on both sides of the road.,"809 15th Street, Oakland, CA, 94607",https://drive.google.com/open?id=1PZRltjlxJ-aG3CR71qKEIchYL97JhGfX,"820 15th St Oakland, CA 94607",An apartment complex that seems to house around 10 people. ,"[37.8084353566681, -122.279126934358]","[37.8085110007666, -122.279949391343]","[37.8085110007666, -122.279949391343]","[37.8085110007666, -122.279949391343]","[37.8086238632237, -122.279769915955]"
10/23/2018 20:33:02,401.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,No,3.0,Yes,Professional offices (doctor dentist lawyer accountant real estate),2.0,No,No,No,https://drive.google.com/open?id=1kWLo95-m5LNP3irHiBf6WeNSawaHQa7t,"934 41st Street, Oakland, CA, 94608","The street is filled with contrasts. Both old and new, well kept and not kept up at all. This image captures the occasional garbage on the road, but also small gardens that are maintained. Present in the picture is also a garbage can for organic waste, and as I walked past what appeared to be the owner of the house talked to the hired gardener. A street with litter, but some bushes perfectly cut. ",https://drive.google.com/open?id=1A1KX4dyxQcqProifhAbhpiiIwgWBvpmW,"989 41st Street, Oakland, CA, 94608","While the street was mostly quite clean, there were some empty vodka bottles. Not particularly good vodka either if you ask me. ",https://drive.google.com/open?id=1c_wx90BcJHw_0ZOzIdGC1H08N7QMvuCB,"964 41st Street, Oakland, CA, 94608",A lot of construction/rehabilitation of apartment buildings went on in the street.,https://drive.google.com/open?id=1wv-Oa4jYHElOnZn4VpLs77R8ME5tuVEn,"Some apartment buildings appeared very new, contrasting the more worn out ones with partial paint jobs and rusty fences. ","1000 41st Street, Oakland, CA, 94608",https://drive.google.com/open?id=1tvCdojCHMTjPcFBKO2tAd49RAVIFIMSi,"1000 41st Street, Oakland, CA, 94608",The building facing the modern apartment building. It houses a religious community.,"[37.8318057950396, -122.274715366617]","[37.8318423813677, -122.276123575366]","[37.8319139165447, -122.275436635432]","[37.83232, -122.277337]","[37.83232, -122.277337]"
10/23/2018 20:39:12,4028.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,Yes,2.0,No,Eating places/restaurants,1.0,No,Yes,No,https://drive.google.com/open?id=1--X3IERLpsSLoOKXwH6vDUFPPzILB9Or,"550 Fox Courts South 18th Street, Oakland, CA, 94612",This picture is of the apartment complex on the street. It looked white new and was also the only place on the block were trees were observed. They’re quite a variety of tree heights.,https://drive.google.com/open?id=1l6lbjtn3iVsK0lQ2_BCHr5xLtl2WZYkU,"~ 552 18th Street, Oakland, CA, 94612","The picture is of the end of the apartment complex and a sign that says directs the public to a cafe within a small alleyway beside the building. The fence was the area I saw the most tagging and graffiti on. This picture specifically shows multiple stickers on the pole of the fence.
",https://drive.google.com/open?id=17-R2qBqqNtOJb5Tr94K83fBin9J-pzWF,"530 18th St, Oakland, CA, 94612","This picture is of the other building on the street that was an art institute. It looked closed for the day and pretty empty. It was not in as good of a condition as the apartment complex was.
",https://drive.google.com/open?id=1vI8bKQyybYMLx2sYCxvMTAydZbeR_XF4,"This picture is of the large, open parking lot on the street. I believe it was public parking and that there was some sort of fee for using it.","555 18 St, Oakland, CA 94612",,,,"(37.8087183, -122.2715003)","[37.8097064, -122.2765137]","[37.8079236744261, -122.271813402555]","[37.8044557, -122.2713563]",
10/23/2018 20:42:19,401.0,2.0,3.0,1.0,3.0,1.0,5.0,2.0,No,2.0,No,,2.0,No,No,No,https://drive.google.com/open?id=14Zi7pZYEeE5_-g-Lk2FoloPzgilLbWHg,"675 44th St, Oakland, CA","“Justice for Mike Brown” and “Justice for Eric Garner” posters hanging on the windows to demonstrate support for the injustices the community have faced in Oakland.
",https://drive.google.com/open?id=1ZjK54G04TYE_4PVGBSsV8wOsRexw-TwA,"737 44th St, Oakland CA","An empty liquor bottle of E&J lying on the curb in Oakland. This was the only liquor bottle that was on the ground.
",https://drive.google.com/open?id=1vjd6UN7ivaf__uQGAdtGt57WSuI_On5e,"729 44th St, Oakland, CA","One of the views of the street. Along this street, we can see houses, cars, “no parking” signs, trees, and “Black lives matter” posters.
",,,,,,,"[37.8329722350701, -122.268710584414]","[37.8330790140785, -122.269399386702]","[37.8330656179583, -122.26931044855]",,
10/23/2018 20:42:58,4201.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Yes,2.0,No,"Community center, Playgrounds, Schools or daycare centers",3.0,No,No,No,https://drive.google.com/open?id=1Bk29OpfwsavlWOlSC0aEZKLprzz2yb7u,,Some abandoned stuff plus a rental bike on the sidewalk.,https://drive.google.com/open?id=1kPEBqDRijYVZcTubqp4jqKWvPPKRc3Fu,,Clean street with school in the background connected to the park.,https://drive.google.com/open?id=1OdNRTRyx_VoDBIgGsWFxFrLJgxwa6uFX,,Dry grass with mesh fencing around one yard and some graffiti on a stop sign.,https://drive.google.com/open?id=1L4A_JH9ISgrnfVgNcqUZ71sZB6m0i1F0,Political sign on dry grass and graffiti on a stop sign on an otherwise clean street.,,,,,"(37.8947731, -122.2910214)","(37.8947731, -122.2910214)","(37.8947731, -122.2910214)","(37.8947731, -122.2910214)",
10/23/2018 20:54:32,4206.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,No,2.0,No,Schools or daycare centers,3.0,No,No,No,https://drive.google.com/open?id=1zSkGA2hTxWqbOZlaOl0l7XPuwyAPymTx,N/A (Curtis St),House (among others) with Peggy McQuaid campaign yard sign.  ,https://drive.google.com/open?id=1FjRmhl_Lg9T4s7YkWk5cQ_0s-L1DR_iM,"N/A (Curtis St) - Address of Marin Elementary is 1001 Santa Fe Ave, Albany, CA 94706",Children playing at Marin Elementary during what is presumably recess.,https://drive.google.com/open?id=1hrm5rYJp9D551-eWlPgGkLXc7uJDjCp8,N/A (Curtis St),A sidewalk rehab sign on the side of the street. ,https://drive.google.com/open?id=1h4bQqNf4Z60ybzGl_BN7ZbNu80quHqYO,A relatively large two-story house on the corner of the block. ,N/A (Curtis St),,,,"[40.850112, -73.08208]","(37.8870336, -122.2870621)","[40.850112, -73.08208]","[40.850112, -73.08208]",
10/23/2018 21:11:05,4224.0,1.0,2.0,1.0,4.0,0.0,5.0,2.0,No,3.0,No,Parks,2.0,No,No,No,https://drive.google.com/open?id=1o13bUdAZt3k9FDtoO4o9BxlFFFKQxqI9,"Deleware Street, Berkeley, CA 94704",This was the only modern/nice house (to me) on the block which made it stand out a lot. ,https://drive.google.com/open?id=1t8fA8ZU55Y0785PX6KaCPRgmhp0GlaHV,"Deleware Street, Berkeley, CA 94704","This board was interesting because you don't usually see things like this in neighborhoods. I thought it was cool that people living around here are able to post flyers about different things. This is a good way to announce things, but could also be bad because it could mean that these people don't talk or spread news in person. ",https://drive.google.com/open?id=1pCtK6f-woINMzJ_N9hcck0YOnRrEZkkI,"Deleware Street, Berkeley, CA 94704","I chose to take a picture of this house because through the windows (although you may not be able to see in the picture) looked looked like there wasn't much in there. It didn't look abandoned, but also not like there is every day life in there. Also, the back yard of this house look boarded up. ",https://drive.google.com/open?id=1zv__wMm6NWzVsyT2IG4B0tf17HmEAYMD,"This park was directly behind the street I chose to observe. This park unlike the street, was full of homeless men. Most of which were African American and on Delaware there were only old white folks. ",,,,,"(37.8752396, -122.2695878)","(37.8752396, -122.2695878)","(37.8752396, -122.2695878)","(37.8752396, -122.2695878)",
10/23/2018 21:13:32,4202.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,No,1.0,Yes,"Bodega deli corner-store convenience store, Eating places/restaurants",3.0,No,No,No,https://drive.google.com/open?id=1EaeU-2GqfIHWo7f7-FEw8K-ry-PYTFj6,,,https://drive.google.com/open?id=1oLYd7Jg5REz4PvkjwdSeP5Z9BmrL2ZJC,,,https://drive.google.com/open?id=1r9KEUfg-G1697NRm4g6A1XR0gsXXXiSz,,,https://drive.google.com/open?id=1FVAhRkwpgvi-Ow_X6LHS-5ShMF7sGV3M,,,,,,"(37.8944611, -122.2974624)","(37.8944611, -122.2974624)","(37.8944611, -122.2974624)","(37.8944611, -122.2974624)",
10/23/2018 21:18:34,4014.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,Yes,4.0,No,"Liquor stores or Marijuana Dispensaries, Playgrounds",1.0,No,No,No,https://drive.google.com/open?id=1gJv2d6HVOUlBcwkUGlmrob92lr-qKeOv,825 Brockhurst St. Emeryville CA 94608 ,This house is one of the diverse homes in block and is one of the decent looking homes in contrast to the rest. However there were a few other homes that were slightly in better condition but did not represent the neighborhood well.,https://drive.google.com/open?id=1FafHhL9Tje2iTx4LhdOxtZUGrCFi8j6_,Hoover Elementary School Emeryville CA 94608,This is part of the fence to the school and playground. The fence is spiked at the top and is well over ten feet high with an old sock hanging between the bars. Most of the homes have fences over six feet in height. ,https://drive.google.com/open?id=1hMQC-iqBKCYIQvf7TG92gV5QXstuynrc,"825 Brockhurst St. Emeryville,CA 94608",Graffiti on a parked commercial truck. This truck possibly is parked without a proper permit. ,https://drive.google.com/open?id=1ZYHuw0GjQahyvrF9qkB_xjzRhAxRkNXj,"
825 Brockhurst St. Emeryville,CA 94608
"," 825 Brockhurst St. Emeryville,CA 94608",https://drive.google.com/open?id=1-LE6q-36aJ6LX5pnU3gOUJTVOm5z6nJ6," 825 Brockhurst St. Emeryville,CA 94608","
825 Brockhurst St. Emeryville,CA 94608
","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)"
10/23/2018 21:32:03,4202.0,1.0,3.0,1.0,4.0,0.0,2.0,3.0,No,1.0,Yes,"Banks or credit unions, Bars and alcoholic beverage services, Eating places/restaurants, Liquor stores or Marijuana Dispensaries, Professional offices (doctor dentist lawyer accountant real estate)",3.0,Yes,No,No,https://drive.google.com/open?id=15ZY8xsikZW_10CpGQLiw-fhdkbPa-fcX,"865 San Pablo Ave, Albany, CA, 94706","The first store you can see in this image is a liquor store on the San Pablo Ave. Overall, San Pablo Ave is fairly clear than any other streets on my block. I was able to find various kinds of people on this Avenue. For example, children with parents, teenagers who're riding skateboard, and college students.",https://drive.google.com/open?id=1eKAVajml5Iygf-0zhrt9-xTtWyhaEguo,"1115 Solano Ave, Albany, CA, 94706","As you can see through the image, there is a theater, cafe and Japanese restaurant. I would like to say this street is mostly dense and I saw many people are hanging out on this street. Also, it is on the Solano Ave which tended to be the main street in Albany city.",https://drive.google.com/open?id=1_RMir8Ncph6XgSd0UC99tD1OwcU_dc3F," 801 San Pablo Ave, Albany, CA 94706","This is a picture of a parking space on the back side of the Mechanics Bank. The Mechanics Bank is located in the intersection between San Pablo & Washington Ave. The parking lot is located in the intersection between Washington & Kains Ave where I took this picture. However, I was able to find people who were loud enough to hear music in their cars and people who smoke on the Washington and Kains Ave.",https://drive.google.com/open?id=1Id40xpYrZwnzAQ6dBXXfaq3PX5HkF8XK,This is a picture that shows people who smoke in the Mechanics Bank parking lot.," 801 San Pablo Ave, Albany, CA 94706",,,,"[37.8909659626678, -122.299382682687]","[37.890459, -122.2982037]","[37.8921267857143, -122.299759928571]","[37.8921267857143, -122.299759928571]",
10/23/2018 21:45:10,4235.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,Yes,2.0,No,Auto repair/auto body shop,3.0,No,No,No,https://drive.google.com/open?id=1z83o-9GDg9VNfmVi95D1wzWHXvrNQc-I," 2555 Shattuck Ave, Berkeley, CA 94704, USA","The Toyota dealership did have some sort of censored lighting. This is also the only other establishment located on the block. Also, like the audio business, there isn’t any clear separation between the business and the sidewalk. The back of this dealership is the parking lot for the electronic business. ",https://drive.google.com/open?id=1cxo85HmMTTzD32v5VF605Yafenh8GJLD,"2116 Blake St, Berkeley, CA 94704, USA","One of the two electronic businesses on the block I analyzed, there are no types of physical barriers between the business and the street. Also, the lights were not censored, and were on the entire time. To the left of the business is a large apartment, of roughly 6-8 units. ",https://drive.google.com/open?id=1ysXrYYaZTkr71Af3cvifDC6FMWMreZ86," 2124 Blake St, Berkeley, CA 94704, USA","We can see plenty of trees that have yet to be trimmed. There is also an apartment complex on the left side. The street is almost completely clean if we discount the leaves and brush. Also, a relatively well-maintained classic VW Beetle.",,,,,,,"[37.8724895, -122.2684359]","[37.8632322821905, -122.266746135665]","[37.8631415148151, -122.26606307955]",,
10/23/2018 23:23:27,4201.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,No,1.0,No,"Parks, Playgrounds",3.0,No,No,No,https://drive.google.com/open?id=1CW1T6Pi0wnDoQmXEJuh_M_LL6ZaoF747,San Carlos Ave Albany Ca 94706	,I thought it was pretty nice that there was a free mini library in front of a house for anyone to leave a book or take a book. ,https://drive.google.com/open?id=1VKiXkFGZU3JrIesXMnAaJIj23fk_4pO_,San Carlos Ave Albany Ca 94706,There was a house that had a political sign out in front showing that there are folks who are politically aware of the local politics. ,https://drive.google.com/open?id=1poXZCv13SfIoob54JWSCwT4tLkYJjIYT,San Carlos Ave Albany Ca 94706,This house had Halloween decorations on its window which could indicate that it is a family neighborhood ,,,,,,,"[37.8948026, -122.2891356]","[37.8948026, -122.2891356]","[37.8948026, -122.2891356]",,
10/23/2018 21:59:18,4007.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,Yes,2.0,No,"Auto repair/auto body shop, Bodega deli corner-store convenience store, Eating places/restaurants, Liquor stores or Marijuana Dispensaries",2.0,Yes,No,No,https://drive.google.com/open?id=13pJ6X7Ge3HYJAfIIS5WfORcr5rJY3I9n,"5751 Market St, Oakland CA 94608",,https://drive.google.com/open?id=1jm2gMr5zCNqu0bi4_znMpzuEYyQbQOqv,"5909 Market St, Oakland CA 94608",,https://drive.google.com/open?id=1G-aXDevwRq1z6mWIIM0gG-WP3PdSTZd0,"5751 Adeline St, Oakland CA 94608",,https://drive.google.com/open?id=1ygFOgsy4d028PSn47kpQWozvUISbNIAm,,"898 59th St, Oakland CA 94608",,,,"[37.842433, -122.274835]","[37.8439355306122, -122.275209387755]","[37.8427823673469, -122.274058653061]","[37.84392, -122.27478]",
10/23/2018 22:20:02,403.0,1.0,4.0,1.0,4.0,0.0,4.0,3.0,Yes,1.0,No,"Banks or credit unions, Eating places/restaurants, Supermarkets/grocery stores",1.0,No,No,Yes,https://drive.google.com/open?id=1BfjrQUlJabEL4csCgbDGK9tyrh-caOg1,"727 Webster Street, Oakland, CA, 94607",Lots of trash gathered along curb of sidewalks.,https://drive.google.com/open?id=1g66-vSQg2OE0JyOUO5KocfzVYmsvVZDW," 727 Webster Street, Oakland, CA, 94607",Many stores left out their trash outside on the sidewalk.,https://drive.google.com/open?id=1Soql52cS3Bqvs3wR8-Bs1zCtA2hmvymo,"727 Webster Street, Oakland, CA, 94607","Reveals some thought, time, and effort has been put in to making the street look nicer.",,,,,,,"[37.7988427524708, -122.271775558989]","[37.7988427524708, -122.271775558989]","[37.7988427524708, -122.271775558989]",,
10/23/2018 22:19:16,4205.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,No,2.0,Yes,Schools or daycare centers,3.0,No,No,No,https://drive.google.com/open?id=1s-CZmwfgblzmZByIaphefGpU3XH2IsbP,"918 Cornell Ave, Albany, CA, 94706",This images shows a double-floor house with a drive way. There is a orange cone in front of it because there is remodeling happening next to it.,https://drive.google.com/open?id=1PZr91S0HKvtq9FLPtnmksiAbs0zg27zK,,This house shows the residential unit owning two cars. One car is parked on the drive way and the other one is parked on the street.,https://drive.google.com/open?id=1RLeTN32l5FmCf_tuI07XuCF7IZexCydv,,The two-way road with cars parked on both sides and the trees on the sides.,https://drive.google.com/open?id=1f5Qy5Eiat-nrBtyvA3xhig0StAIisWIG,The freshly painted bike lane on the cross street Marin Ave.,,,,,"[37.8896830508836, -122.296137176797]","(37.8867059, -122.2950048)","(37.8867059, -122.2950048)","(37.8867059, -122.2950048)",
10/23/2018 22:22:04,4005.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,Yes,4.0,Yes,"Eating places/restaurants, Fast food or take-out places, Supermarkets/grocery stores",2.0,Yes,No,No,https://drive.google.com/open?id=1yRnkHaLwrLdRlkcBwyqvWiYtilPhJMSA,"618 Alcatraz ave, Oakland CA, 94610",I love how they have the cat made out of wood. It looks like its guarding their house.,https://drive.google.com/open?id=1gs6CJV6VyEOecs_w2CkQNbKHXnHxXEKw,"618 Alcatraz ave, Oakland CA, 94610","I also love this dog, that is on the other side of the house. ",https://drive.google.com/open?id=1xYA_RUifAt5u_Lmjmf3Uy6MxUhmd3X1e," 657 Alcatraz Ave, Oakland CA, 94610",,,,,,,,"[37.849978, -122.26308]","[37.849978, -122.26308]","[37.84981615, -122.2643041125]",,
10/23/2018 22:48:00,4206.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,No,1.0,No,"Parks, Playgrounds",3.0,No,No,No,https://drive.google.com/open?id=1f7QR4PKjSkpHG-Grs8RyL8b0FIJOzYgW,"1091 Neilson St Albany, CA 94706",There was construction on a street ahead and you saw the majority of the street lined with signs indicating road work. ,https://drive.google.com/open?id=1VFQmwftZ72gRcIhlBJEDB6dOo7aTMWTJ,"1048 Neilson St Albany, CA 94706",There were very few houses decorated for Halloween so I found it interesting how simple yet cute they decided to decorate. ,https://drive.google.com/open?id=1l3EWXDFYMn6TNKcrYUr2qzucN1XydahT,"1501 Terrace St Albany, CA 94706","I thought it was an interesting mix of social activism and Halloween decorations with the skeleton hidden in the bushes. Overall, I was impressed with their tact and glad they stood for the rights of everyone. This was taken at the intersection of Neilson St and Terrace St but was facing Neilson St, despite what the address says. ",,,,,,,"[37.8848221052632, -122.287728578947]","[37.886203625, -122.28741925]","[37.885853, -122.287287]",,
10/23/2018 23:29:08,4214.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,No,2.0,No,,2.0,Yes,No,No,https://drive.google.com/open?id=1aCZahQPN6gA06xqxK80O-d4wCCU_7zNX,"925 San Benito Rd, Berkeley, CA, 94707","Though this only one example. I saw over a dozen Prius hybrids on this one block, indicating this Could be a environmentally aware neighborhood.",https://drive.google.com/open?id=1R3jkE56XuX0LUX22buHhzUQ2YCFPH4IK,"916 San Benito Rd, Berkeley, CA, 94707","Even though this seems to be a fairly affluent neighborhood, the roads still have some erosion and damage.",https://drive.google.com/open?id=1Wx9_d41X_11mI1PqJQ6_tPO0uYuqQG73,"939 San Benito Rd, Berkeley, CA, 94707",U,https://drive.google.com/open?id=1LhoJtssvU3WBflYXGqGdSWXAHmudpZFE,"This neighborhood is definitely liberal leaning, or at ast those are the only ones posting signs. ","972 Spruce St, Berkeley, CA, 94707",,,,"[37.8918478459687, -122.268077661365]","[37.8917927635795, -122.268668812722]","[37.891362, -122.2676401]","[37.8913520294817, -122.267346792393]",
10/23/2018 22:37:16,4229.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,No,1.0,No,"Banks or credit unions, Bars and alcoholic beverage services, Eating places/restaurants, N/A",2.0,Yes,No,Yes,https://drive.google.com/open?id=1hHcKSFiSlLV9pGHIk7YYofEGbBHyAaKY,"Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 ","Cars parked on the side of the street on the meter parking area. Since the street is wide, it allows for cars to be parked next to each other instead of behind each other. This allows for more cars. Parking area is full and people usually park there for a while. 
",https://drive.google.com/open?id=1kKXoPecUojWtvGohoXUpfAtCxzjbzt_P,"Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 ","Wide street allows for small recreational areas with some seats. There can be observed some leaves on the ground as well as some trash, mostly papers. This spot is located next to a street parking area. It is interesting that this little place was not allocated for parking. ",https://drive.google.com/open?id=1HMbda4CbNhk77tma2sUC_VG0eYpWQEeP," Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 ","Tree adorned with Christmas lights like most of the trees on this street. I’d be interesting to know since what time of the year the lights were put on the tress. 
",https://drive.google.com/open?id=1XdsN1xkSSCqulC2VBGbIht-qU1dOFfsB,"This bike rack is another example of the amenities of this wide street. It is very convenient to have a bike rack on this street since there are many businesses here and a lot of people ride their bakes when going downtown. There were not any bikes there when I was there, but I am sure people secure their bikes there. ","Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 ",,,,"(37.8678899, -122.269247)","(37.8678899, -122.269247)","(37.8678899, -122.269247)","(37.8678899, -122.269247)",
10/23/2018 22:49:13,4235.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,Yes,3.0,No,Auto repair/auto body shop,3.0,No,No,No,https://drive.google.com/open?id=1XWV9TbMExIjMEjLNfevlp2vKh86TJsVG,"no street number visible, Parker Street, Berkeley, CA, 94720","Tree tangled in power line
",https://drive.google.com/open?id=1ULIKd_4kLtZ7_KjdUzxC-qnx92arz6R-,"no street number visible, Parker Street, Berkeley, CA, 94720"," Area of block containing abandoned industrial building
",https://drive.google.com/open?id=1PmD4DP5kPII2C-YNs9U2jkukZledLr53,"No specific street name, Parker Street, Berkeley, CA, 94720","Portion of block consisting of residential buildings
",,,,,,,"(37.859365, -122.2680467)","(37.859365, -122.2680467)","(37.859365, -122.2680467)",,
10/23/2018 22:55:25,4014.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,Yes,2.0,Yes,,1.0,Yes,No,No,https://drive.google.com/open?id=1KKEaLGOKSJ3e3jG4ne7HMXx7lLUAlUhQ,"3000 Martin Luther King Jr. way, Oakland, CA, 94609","Two Home across the street from each other: one looks newly remodeled or recently constructed, while the other seems older and a little rundown. ",https://drive.google.com/open?id=1sd52oGkoSlRAd3up-_QH9AtDwtU1Jrwh,"655 31st st., Oakland, CA, 94609",Abandoned refrigerator on the sidewalk in front of a house.Do not know if it belongs to the residents of the house which it is in front of.,https://drive.google.com/open?id=1LItuauFOPsRSY9f3iin_y4RW5vnGsYdP,"3047 Martin Luther king Jr. Way, Oakland, Ca, 94609",On the corner of the block was an abandoned building that had graffiti writing all around the perimeter. It seemed as if it had been closed down for a while. ,https://drive.google.com/open?id=1VqXP0lCgusrjrHgCPEUPt90sTmcxIbvo,Found a stray cat eating from two boxes of pizza that were almost completely full. Pizzas were left on the sidewalk. ," 655 31st st., Oakland, CA, 94609",https://drive.google.com/open?id=11kWcnC9rtbHm8qYk87yz7AU9hE4FYTg5,"655 31st st., Oakland, CA, 94609",Outside of what seemed to be a small apartment complex I found more than 6 full trash cans on the sidewalk. Some seem to have been unable to shut due to level of trash.,"(37.8207387, -122.2733758)","[37.8206401218958, -122.271581611102]","(37.8207387, -122.2733758)","[37.8206401218958, -122.271581611102]","[37.8206401218958, -122.271581611102]"
